"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","NEET","20_24","PC_AGE","A","2009",17.134214,
"SVK","NEET","20_24","PC_AGE","A","2010",22.139002,
"SVK","NEET","20_24","PC_AGE","A","2011",21.367445,
"SVK","NEET","20_24","PC_AGE","A","2012",20.245935,
"SVK","NEET","20_24","PC_AGE","A","2013",20.97854,
"SVK","NEET","20_24","PC_AGE","A","2014",18.557735,
"SVK","NEET","20_24","PC_AGE","A","2015",18.823811,
"SVK","NEET","20_24","PC_AGE","A","2016",16.754398,
"SVK","NEET","20_24","PC_AGE","A","2017",16.453009,
"SVK","NEET","20_24","PC_AGE","A","2018",14.683599,
"SVK","NEET","20_24","PC_AGE","A","2019",11.769904,
"ESP","NEET","15_19","PC_AGE","A","1997",14.204989,
"ESP","NEET","15_19","PC_AGE","A","1998",12.805296,
"ESP","NEET","15_19","PC_AGE","A","1999",12.364424,
"ESP","NEET","15_19","PC_AGE","A","2000",8.7114611,
"ESP","NEET","15_19","PC_AGE","A","2001",7.5930691,
"ESP","NEET","15_19","PC_AGE","A","2002",7.9138994,
"ESP","NEET","15_19","PC_AGE","A","2003",8.5778723,
"ESP","NEET","15_19","PC_AGE","A","2004",8.3194866,
"ESP","NEET","15_19","PC_AGE","A","2005",11.627808,
"ESP","NEET","15_19","PC_AGE","A","2006",10.926758,
"ESP","NEET","15_19","PC_AGE","A","2007",11.698711,
"ESP","NEET","15_19","PC_AGE","A","2008",11.176688,
"ESP","NEET","15_19","PC_AGE","A","2009",14.170147,
"ESP","NEET","15_19","PC_AGE","A","2010",13.495924,
"ESP","NEET","15_19","PC_AGE","A","2011",12.508586,
"ESP","NEET","15_19","PC_AGE","A","2012",11.805819,
"ESP","NEET","15_19","PC_AGE","A","2013",11.18406,
"ESP","NEET","15_19","PC_AGE","A","2014",9.653882,
"ESP","NEET","15_19","PC_AGE","A","2015",9.1175423,
"ESP","NEET","15_19","PC_AGE","A","2016",8.7026138,
"ESP","NEET","15_19","PC_AGE","A","2017",8.2606792,
"ESP","NEET","15_19","PC_AGE","A","2018",8.7360992,
"ESP","NEET","15_19","PC_AGE","A","2019",7.7757311,
"ESP","NEET","20_24","PC_AGE","A","1997",22.411003,
"ESP","NEET","20_24","PC_AGE","A","1998",20.325417,
"ESP","NEET","20_24","PC_AGE","A","1999",17.929693,
"ESP","NEET","20_24","PC_AGE","A","2000",15.244942,
"ESP","NEET","20_24","PC_AGE","A","2001",14.550782,
"ESP","NEET","20_24","PC_AGE","A","2002",15.702256,
"ESP","NEET","20_24","PC_AGE","A","2003",14.993045,
"ESP","NEET","20_24","PC_AGE","A","2004",15.436189,
"ESP","NEET","20_24","PC_AGE","A","2005",19.112753,
"ESP","NEET","20_24","PC_AGE","A","2006",16.504938,
"ESP","NEET","20_24","PC_AGE","A","2007",16.93432,
"ESP","NEET","20_24","PC_AGE","A","2008",19.046921,
"ESP","NEET","20_24","PC_AGE","A","2009",25.895483,
"ESP","NEET","20_24","PC_AGE","A","2010",27.049143,
"ESP","NEET","20_24","PC_AGE","A","2011",28.928627,
"ESP","NEET","20_24","PC_AGE","A","2012",30.608912,
"ESP","NEET","20_24","PC_AGE","A","2013",32.351871,
"ESP","NEET","20_24","PC_AGE","A","2014",29.017448,
"ESP","NEET","20_24","PC_AGE","A","2015",27.2316,
"ESP","NEET","20_24","PC_AGE","A","2016",25.505033,
"ESP","NEET","20_24","PC_AGE","A","2017",23.209845,
"ESP","NEET","20_24","PC_AGE","A","2018",22.014969,
"ESP","NEET","20_24","PC_AGE","A","2019",21.903513,
"SWE","NEET","15_19","PC_AGE","A","1997",4.5845027,
"SWE","NEET","15_19","PC_AGE","A","1998",4.7211828,
"SWE","NEET","15_19","PC_AGE","A","1999",3.6742787,
"SWE","NEET","15_19","PC_AGE","A","2000",3.6256976,
"SWE","NEET","15_19","PC_AGE","A","2001",4.2635059,
"SWE","NEET","15_19","PC_AGE","A","2002",4.6327205,
"SWE","NEET","15_19","PC_AGE","A","2003",4.2387733,
"SWE","NEET","15_19","PC_AGE","A","2004",4.8400502,
"SWE","NEET","15_19","PC_AGE","A","2005",4.6686578,
"SWE","NEET","15_19","PC_AGE","A","2006",5.3258629,
"SWE","NEET","15_19","PC_AGE","A","2007",6.954896,
"SWE","NEET","15_19","PC_AGE","A","2008",4.3982615,
"SWE","NEET","15_19","PC_AGE","A","2009",5.543694,
"SWE","NEET","15_19","PC_AGE","A","2010",5.3030286,
"SWE","NEET","15_19","PC_AGE","A","2011",4.0540781,
"SWE","NEET","15_19","PC_AGE","A","2012",4.1019454,
"SWE","NEET","15_19","PC_AGE","A","2013",4.0550199,
"SWE","NEET","15_19","PC_AGE","A","2014",4.3128948,
"SWE","NEET","15_19","PC_AGE","A","2017",3.6320114,
"SWE","NEET","15_19","PC_AGE","A","2018",6.8044901,
"SWE","NEET","15_19","PC_AGE","A","2019",3.3264515,
"SWE","NEET","20_24","PC_AGE","A","1997",16.277359,
"SWE","NEET","20_24","PC_AGE","A","1998",13.111282,
"SWE","NEET","20_24","PC_AGE","A","1999",11.022682,
"SWE","NEET","20_24","PC_AGE","A","2000",10.68532,
"SWE","NEET","20_24","PC_AGE","A","2001",10.590642,
"SWE","NEET","20_24","PC_AGE","A","2002",11.228245,
"SWE","NEET","20_24","PC_AGE","A","2003",11.750802,
"SWE","NEET","20_24","PC_AGE","A","2004",13.569166,
"SWE","NEET","20_24","PC_AGE","A","2005",13.403221,
"SWE","NEET","20_24","PC_AGE","A","2006",15.197967,
"SWE","NEET","20_24","PC_AGE","A","2007",13.113626,
"SWE","NEET","20_24","PC_AGE","A","2008",12.920163,
"SWE","NEET","20_24","PC_AGE","A","2009",16.504984,
"SWE","NEET","20_24","PC_AGE","A","2010",14.234339,
"SWE","NEET","20_24","PC_AGE","A","2011",12.866947,
"SWE","NEET","20_24","PC_AGE","A","2012",13.460459,
"SWE","NEET","20_24","PC_AGE","A","2013",12.942411,
"SWE","NEET","20_24","PC_AGE","A","2014",12.011101,
"SWE","NEET","20_24","PC_AGE","A","2015",11.784966,
"SWE","NEET","20_24","PC_AGE","A","2016",10.846886,
"SWE","NEET","20_24","PC_AGE","A","2017",10.482699,
"SWE","NEET","20_24","PC_AGE","A","2018",10.001472,
"SWE","NEET","20_24","PC_AGE","A","2019",8.9781923,
"CHE","NEET","15_19","PC_AGE","A","1997",7.3961959,
"CHE","NEET","15_19","PC_AGE","A","1998",4.9196057,
"CHE","NEET","15_19","PC_AGE","A","1999",7.5875077,
"CHE","NEET","15_19","PC_AGE","A","2000",7.9000068,
"CHE","NEET","15_19","PC_AGE","A","2001",6.8062177,
"CHE","NEET","15_19","PC_AGE","A","2002",5.7889061,
"CHE","NEET","15_19","PC_AGE","A","2003",7.8016229,
"CHE","NEET","15_19","PC_AGE","A","2004",7.2067175,
"CHE","NEET","15_19","PC_AGE","A","2005",7.4782581,
"CHE","NEET","15_19","PC_AGE","A","2006",7.5693445,
"CHE","NEET","15_19","PC_AGE","A","2007",8.1561413,
"CHE","NEET","15_19","PC_AGE","A","2008",9.3800869,
"CHE","NEET","15_19","PC_AGE","A","2009",8.1204834,
"CHE","NEET","15_19","PC_AGE","A","2017",4.6980963,
"CHE","NEET","15_19","PC_AGE","A","2018",4.0957475,
"CHE","NEET","15_19","PC_AGE","A","2019",4.3168111,
"CHE","NEET","20_24","PC_AGE","A","1997",10.378825,
"CHE","NEET","20_24","PC_AGE","A","1998",11.261897,
"CHE","NEET","20_24","PC_AGE","A","1999",8.2670221,
"CHE","NEET","20_24","PC_AGE","A","2000",5.9167542,
"CHE","NEET","20_24","PC_AGE","A","2001",8.4203959,
"CHE","NEET","20_24","PC_AGE","A","2002",9.4418144,
"CHE","NEET","20_24","PC_AGE","A","2003",12.446504,
"CHE","NEET","20_24","PC_AGE","A","2004",11.014254,
"CHE","NEET","20_24","PC_AGE","A","2005",11.857388,
"CHE","NEET","20_24","PC_AGE","A","2006",10.786703,
"CHE","NEET","20_24","PC_AGE","A","2007",10.359705,
"CHE","NEET","20_24","PC_AGE","A","2008",9.1364574,
"CHE","NEET","20_24","PC_AGE","A","2009",10.93991,
"CHE","NEET","20_24","PC_AGE","A","2017",9.074851,
"CHE","NEET","20_24","PC_AGE","A","2018",10.021872,
"CHE","NEET","20_24","PC_AGE","A","2019",8.0662355,
"TUR","NEET","15_19","PC_AGE","A","1997",30.216875,
"TUR","NEET","15_19","PC_AGE","A","1998",27.708883,
"TUR","NEET","15_19","PC_AGE","A","1999",26.91424,
"TUR","NEET","15_19","PC_AGE","A","2000",31.170685,
"TUR","NEET","15_19","PC_AGE","A","2001",32.276749,
"TUR","NEET","15_19","PC_AGE","A","2002",32.947231,
"TUR","NEET","15_19","PC_AGE","A","2003",32.84898,
"TUR","NEET","15_19","PC_AGE","A","2004",35.310734,
"TUR","NEET","15_19","PC_AGE","A","2005",36.118958,
"TUR","NEET","15_19","PC_AGE","A","2006",35.043304,
"TUR","NEET","15_19","PC_AGE","A","2007",34.470078,
"TUR","NEET","15_19","PC_AGE","A","2008",37.0555,
"TUR","NEET","15_19","PC_AGE","A","2009",28.688799,
"TUR","NEET","15_19","PC_AGE","A","2010",25.600527,
"TUR","NEET","15_19","PC_AGE","A","2011",24.779497,
"TUR","NEET","15_19","PC_AGE","A","2013",22.160118,
"TUR","NEET","15_19","PC_AGE","A","2014",20.970842,
"TUR","NEET","15_19","PC_AGE","A","2015",18.677607,
"TUR","NEET","15_19","PC_AGE","A","2016",18.399616,
"TUR","NEET","15_19","PC_AGE","A","2017",15.530239,
"TUR","NEET","15_19","PC_AGE","A","2018",15.304529,
"TUR","NEET","15_19","PC_AGE","A","2019",17.049297,
"TUR","NEET","20_24","PC_AGE","A","1997",48.389069,
"TUR","NEET","20_24","PC_AGE","A","1998",41.956055,
"TUR","NEET","20_24","PC_AGE","A","1999",41.36058,
"TUR","NEET","20_24","PC_AGE","A","2000",44.181492,
"TUR","NEET","20_24","PC_AGE","A","2001",44.215687,
"TUR","NEET","20_24","PC_AGE","A","2002",45.291996,
"TUR","NEET","20_24","PC_AGE","A","2003",47.751457,
"TUR","NEET","20_24","PC_AGE","A","2004",47.839073,
"TUR","NEET","20_24","PC_AGE","A","2005",49.70892,
"TUR","NEET","20_24","PC_AGE","A","2006",48.770725,
"TUR","NEET","20_24","PC_AGE","A","2007",46.253822,
"TUR","NEET","20_24","PC_AGE","A","2008",46.070938,
"TUR","NEET","20_24","PC_AGE","A","2009",46.120174,
"TUR","NEET","20_24","PC_AGE","A","2010",43.673145,
"TUR","NEET","20_24","PC_AGE","A","2011",39.639286,
"TUR","NEET","20_24","PC_AGE","A","2013",35.89592,
"TUR","NEET","20_24","PC_AGE","A","2014",36.298607,
"TUR","NEET","20_24","PC_AGE","A","2015",33.245232,
"TUR","NEET","20_24","PC_AGE","A","2016",32.920654,
"TUR","NEET","20_24","PC_AGE","A","2017",32.857956,
"TUR","NEET","20_24","PC_AGE","A","2018",31.21693,
"TUR","NEET","20_24","PC_AGE","A","2019",33.295712,
"GBR","NEET","15_19","PC_AGE","A","2000",8.0395985,
"GBR","NEET","15_19","PC_AGE","A","2001",8.1613684,
"GBR","NEET","15_19","PC_AGE","A","2002",8.5619125,
"GBR","NEET","15_19","PC_AGE","A","2003",9.4446602,
"GBR","NEET","15_19","PC_AGE","A","2004",9.0179672,
"GBR","NEET","15_19","PC_AGE","A","2005",9.3450146,
"GBR","NEET","15_19","PC_AGE","A","2006",10.918889,
"GBR","NEET","15_19","PC_AGE","A","2007",10.704359,
"GBR","NEET","15_19","PC_AGE","A","2008",9.7684202,
"GBR","NEET","15_19","PC_AGE","A","2009",9.5968218,
"GBR","NEET","15_19","PC_AGE","A","2010",9.9868994,
"GBR","NEET","15_19","PC_AGE","A","2011",9.5078344,
"GBR","NEET","15_19","PC_AGE","A","2012",9.5881748,
"GBR","NEET","15_19","PC_AGE","A","2013",9.0502501,
"GBR","NEET","15_19","PC_AGE","A","2014",8.4442377,
"GBR","NEET","15_19","PC_AGE","A","2015",8.7103109,
"GBR","NEET","15_19","PC_AGE","A","2016",8.431469,
"GBR","NEET","15_19","PC_AGE","A","2017",8.7546215,
"GBR","NEET","15_19","PC_AGE","A","2018",8.9302368,
"GBR","NEET","15_19","PC_AGE","A","2019",8.6336889,
"GBR","NEET","20_24","PC_AGE","A","2000",15.373466,
"GBR","NEET","20_24","PC_AGE","A","2001",14.758949,
"GBR","NEET","20_24","PC_AGE","A","2002",15.31748,
"GBR","NEET","20_24","PC_AGE","A","2003",15.278234,
"GBR","NEET","20_24","PC_AGE","A","2004",14.80522,
"GBR","NEET","20_24","PC_AGE","A","2005",16.846548,
"GBR","NEET","20_24","PC_AGE","A","2006",18.237736,
"GBR","NEET","20_24","PC_AGE","A","2007",18.070854,
"GBR","NEET","20_24","PC_AGE","A","2008",18.332113,
"GBR","NEET","20_24","PC_AGE","A","2009",19.142677,
"GBR","NEET","20_24","PC_AGE","A","2010",19.340719,
"GBR","NEET","20_24","PC_AGE","A","2011",19.124384,
"GBR","NEET","20_24","PC_AGE","A","2012",20.241364,
"GBR","NEET","20_24","PC_AGE","A","2013",19.085394,
"GBR","NEET","20_24","PC_AGE","A","2014",17.019976,
"GBR","NEET","20_24","PC_AGE","A","2015",15.63567,
"GBR","NEET","20_24","PC_AGE","A","2016",14.983214,
"GBR","NEET","20_24","PC_AGE","A","2017",12.910425,
"GBR","NEET","20_24","PC_AGE","A","2018",14.194826,
"GBR","NEET","20_24","PC_AGE","A","2019",13.591121,
"USA","NEET","15_19","PC_AGE","A","1997",7.0701203,
"USA","NEET","15_19","PC_AGE","A","1998",7.3089933,
"USA","NEET","15_19","PC_AGE","A","1999",7.3709893,
"USA","NEET","15_19","PC_AGE","A","2000",7.001358,
"USA","NEET","15_19","PC_AGE","A","2001",7.4753537,
"USA","NEET","15_19","PC_AGE","A","2002",6.9336238,
"USA","NEET","15_19","PC_AGE","A","2003",7.0617676,
"USA","NEET","15_19","PC_AGE","A","2004",6.8959131,
"USA","NEET","15_19","PC_AGE","A","2005",6.1056285,
"USA","NEET","15_19","PC_AGE","A","2006",6.6575742,
"USA","NEET","15_19","PC_AGE","A","2007",6.5904365,
"USA","NEET","15_19","PC_AGE","A","2008",7.6166186,
"USA","NEET","15_19","PC_AGE","A","2009",8.7954292,
"USA","NEET","15_19","PC_AGE","A","2010",7.6496539,
"USA","NEET","15_19","PC_AGE","A","2011",7.1476121,
"USA","NEET","15_19","PC_AGE","A","2012",7.6600456,
"USA","NEET","15_19","PC_AGE","A","2013",8.4280987,
"USA","NEET","15_19","PC_AGE","A","2014",7.6003852,
"USA","NEET","15_19","PC_AGE","A","2015",7.0117421,
"USA","NEET","15_19","PC_AGE","A","2016",7.2751832,
"USA","NEET","15_19","PC_AGE","A","2017",7.2712975,
"USA","NEET","15_19","PC_AGE","A","2018",7.1112556,
"USA","NEET","20_24","PC_AGE","A","1997",15.053262,
"USA","NEET","20_24","PC_AGE","A","1998",14.393699,
"USA","NEET","20_24","PC_AGE","A","1999",15.107566,
"USA","NEET","20_24","PC_AGE","A","2000",14.442835,
"USA","NEET","20_24","PC_AGE","A","2001",15.606332,
"USA","NEET","20_24","PC_AGE","A","2002",16.743038,
"USA","NEET","20_24","PC_AGE","A","2003",16.692667,
"USA","NEET","20_24","PC_AGE","A","2004",16.871641,
"USA","NEET","20_24","PC_AGE","A","2005",15.518863,
"USA","NEET","20_24","PC_AGE","A","2006",15.601642,
"USA","NEET","20_24","PC_AGE","A","2007",16.215307,
"USA","NEET","20_24","PC_AGE","A","2008",17.233847,
"USA","NEET","20_24","PC_AGE","A","2009",20.073364,
"USA","NEET","20_24","PC_AGE","A","2010",19.427807,
"USA","NEET","20_24","PC_AGE","A","2011",18.496653,
"USA","NEET","20_24","PC_AGE","A","2012",17.694813,
"USA","NEET","20_24","PC_AGE","A","2013",18.775475,
"USA","NEET","20_24","PC_AGE","A","2014",17.491091,
"USA","NEET","20_24","PC_AGE","A","2015",15.754209,
"USA","NEET","20_24","PC_AGE","A","2016",15.348238,
"USA","NEET","20_24","PC_AGE","A","2017",14.248234,
"USA","NEET","20_24","PC_AGE","A","2018",14.820636,
"ARG","NEET","15_19","PC_AGE","A","2018",14.076767,
"BRA","NEET","15_19","PC_AGE","A","2007",14.717641,
"BRA","NEET","15_19","PC_AGE","A","2008",13.777344,
"BRA","NEET","15_19","PC_AGE","A","2009",14.020857,
"BRA","NEET","15_19","PC_AGE","A","2011",13.060091,
"BRA","NEET","15_19","PC_AGE","A","2012",15.245658,
"BRA","NEET","15_19","PC_AGE","A","2013",15.684669,
"BRA","NEET","15_19","PC_AGE","A","2014",15.773277,
"BRA","NEET","15_19","PC_AGE","A","2015",17.149776,
"BRA","NEET","15_19","PC_AGE","A","2016",17.623426,
"BRA","NEET","15_19","PC_AGE","A","2017",19.03418,
"BRA","NEET","15_19","PC_AGE","A","2018",18.686466,
"BRA","NEET","20_24","PC_AGE","A","2007",23.444571,
"BRA","NEET","20_24","PC_AGE","A","2008",22.503368,
"BRA","NEET","20_24","PC_AGE","A","2009",23.28973,
"BRA","NEET","20_24","PC_AGE","A","2011",24.340784,
"BRA","NEET","20_24","PC_AGE","A","2012",23.660225,
"BRA","NEET","20_24","PC_AGE","A","2013",23.968739,
"BRA","NEET","20_24","PC_AGE","A","2014",23.176699,
"BRA","NEET","20_24","PC_AGE","A","2015",27.035507,
"BRA","NEET","20_24","PC_AGE","A","2016",28.26157,
"BRA","NEET","20_24","PC_AGE","A","2017",29.923496,
"BRA","NEET","20_24","PC_AGE","A","2018",29.799204,
"CHL","NEET","15_19","PC_AGE","A","2009",17.024143,
"CHL","NEET","15_19","PC_AGE","A","2011",16.130678,
"CHL","NEET","15_19","PC_AGE","A","2013",12.741814,
"CHL","NEET","15_19","PC_AGE","A","2015",11.449327,
"CHL","NEET","15_19","PC_AGE","A","2017",11.724501,
"CHL","NEET","20_24","PC_AGE","A","2009",27.487978,
"CHL","NEET","20_24","PC_AGE","A","2011",24.644346,
"CHL","NEET","20_24","PC_AGE","A","2013",21.110168,
"CHL","NEET","20_24","PC_AGE","A","2015",20.730293,
"CHL","NEET","20_24","PC_AGE","A","2017",21.789063,
"EST","NEET","15_19","PC_AGE","A","2003",3.3388205,
"EST","NEET","15_19","PC_AGE","A","2004",7.5984278,
"EST","NEET","15_19","PC_AGE","A","2005",5.1695323,
"EST","NEET","15_19","PC_AGE","A","2006",3.6924341,
"EST","NEET","15_19","PC_AGE","A","2007",5.7439179,
"EST","NEET","15_19","PC_AGE","A","2008",4.8649774,
"EST","NEET","15_19","PC_AGE","A","2009",7.9589581,
"EST","NEET","15_19","PC_AGE","A","2010",6.1178093,
"EST","NEET","15_19","PC_AGE","A","2011",6.3936768,
"EST","NEET","15_19","PC_AGE","A","2012",6.7754774,
"EST","NEET","15_19","PC_AGE","A","2013",4.6260791,
"EST","NEET","15_19","PC_AGE","A","2014",6.9754162,
"EST","NEET","15_19","PC_AGE","A","2015",5.4960833,
"EST","NEET","15_19","PC_AGE","A","2016",4.2167153,
"EST","NEET","15_19","PC_AGE","A","2017",5.7654986,
"EST","NEET","15_19","PC_AGE","A","2018",8.9656639,
"EST","NEET","15_19","PC_AGE","A","2019",3.4497755,
"EST","NEET","20_24","PC_AGE","A","2003",17.981668,
"EST","NEET","20_24","PC_AGE","A","2004",19.464617,
"EST","NEET","20_24","PC_AGE","A","2005",16.319042,
"EST","NEET","20_24","PC_AGE","A","2006",15.359587,
"EST","NEET","20_24","PC_AGE","A","2007",15.301402,
"EST","NEET","20_24","PC_AGE","A","2008",10.652104,
"EST","NEET","20_24","PC_AGE","A","2009",19.785364,
"EST","NEET","20_24","PC_AGE","A","2010",22.449802,
"EST","NEET","20_24","PC_AGE","A","2011",15.774963,
"EST","NEET","20_24","PC_AGE","A","2012",17.059233,
"EST","NEET","20_24","PC_AGE","A","2013",16.835884,
"EST","NEET","20_24","PC_AGE","A","2014",16.13764,
"EST","NEET","20_24","PC_AGE","A","2015",14.988131,
"EST","NEET","20_24","PC_AGE","A","2016",13.945857,
"EST","NEET","20_24","PC_AGE","A","2017",13.222211,
"EST","NEET","20_24","PC_AGE","A","2018",12.211666,
"EST","NEET","20_24","PC_AGE","A","2019",10.77473,
"ISR","NEET","15_19","PC_AGE","A","2002",24.559782,
"ISR","NEET","15_19","PC_AGE","A","2003",25.246069,
"ISR","NEET","15_19","PC_AGE","A","2004",25.561098,
"ISR","NEET","15_19","PC_AGE","A","2005",26.418678,
"ISR","NEET","15_19","PC_AGE","A","2006",25.426382,
"ISR","NEET","15_19","PC_AGE","A","2007",25.748835,
"ISR","NEET","15_19","PC_AGE","A","2008",22.241932,
"ISR","NEET","15_19","PC_AGE","A","2009",24.678871,
"ISR","NEET","15_19","PC_AGE","A","2010",23.568193,
"ISR","NEET","15_19","PC_AGE","A","2011",24.184534,
"ISR","NEET","15_19","PC_AGE","A","2012",10.720357,
"ISR","NEET","15_19","PC_AGE","A","2013",9.0591307,
"ISR","NEET","15_19","PC_AGE","A","2014",7.7858062,
"ISR","NEET","15_19","PC_AGE","A","2015",8.8250065,
"ISR","NEET","15_19","PC_AGE","A","2016",7.5833278,
"ISR","NEET","15_19","PC_AGE","A","2017",7.4795184,
"ISR","NEET","15_19","PC_AGE","A","2018",8.879755,
"ISR","NEET","15_19","PC_AGE","A","2019",8.1932468,
"ISR","NEET","20_24","PC_AGE","A","2002",41.554344,
"ISR","NEET","20_24","PC_AGE","A","2003",44.247646,
"ISR","NEET","20_24","PC_AGE","A","2004",40.945148,
"ISR","NEET","20_24","PC_AGE","A","2005",41.512257,
"ISR","NEET","20_24","PC_AGE","A","2006",41.091679,
"ISR","NEET","20_24","PC_AGE","A","2007",39.648575,
"ISR","NEET","20_24","PC_AGE","A","2008",37.514122,
"ISR","NEET","20_24","PC_AGE","A","2009",37.450001,
"ISR","NEET","20_24","PC_AGE","A","2010",37.412754,
"ISR","NEET","20_24","PC_AGE","A","2011",37.376038,
"ISR","NEET","20_24","PC_AGE","A","2012",18.748156,
"ISR","NEET","20_24","PC_AGE","A","2013",18.078547,
"ISR","NEET","20_24","PC_AGE","A","2014",18.546991,
"ISR","NEET","20_24","PC_AGE","A","2015",18.554352,
"ISR","NEET","20_24","PC_AGE","A","2016",17.946222,
"ISR","NEET","20_24","PC_AGE","A","2017",17.318842,
"ISR","NEET","20_24","PC_AGE","A","2018",17.022766,
"ISR","NEET","20_24","PC_AGE","A","2019",18.177565,
"RUS","NEET","15_19","PC_AGE","A","2013",5.0555067,
"RUS","NEET","15_19","PC_AGE","A","2014",5.3941045,
"RUS","NEET","15_19","PC_AGE","A","2015",5.4000378,
"RUS","NEET","15_19","PC_AGE","A","2016",5.7969513,
"RUS","NEET","15_19","PC_AGE","A","2018",4.9174142,
"RUS","NEET","15_19","PC_AGE","A","2019",5.2631207,
"RUS","NEET","20_24","PC_AGE","A","2013",16.272766,
"RUS","NEET","20_24","PC_AGE","A","2014",16.402319,
"RUS","NEET","20_24","PC_AGE","A","2015",16.659298,
"RUS","NEET","20_24","PC_AGE","A","2016",17.263794,
"RUS","NEET","20_24","PC_AGE","A","2017",14.603189,
"RUS","NEET","20_24","PC_AGE","A","2018",14.70777,
"RUS","NEET","20_24","PC_AGE","A","2019",15.513047,
"SVN","NEET","15_19","PC_AGE","A","2003",4.7933149,
"SVN","NEET","15_19","PC_AGE","A","2004",4.2765665,
"SVN","NEET","15_19","PC_AGE","A","2005",4.892868,
"SVN","NEET","15_19","PC_AGE","A","2006",4.2317815,
"SVN","NEET","15_19","PC_AGE","A","2007",4.2901173,
"SVN","NEET","15_19","PC_AGE","A","2008",4.3823686,
"SVN","NEET","15_19","PC_AGE","A","2009",2.5281603,
"SVN","NEET","15_19","PC_AGE","A","2010",3.1805809,
"SVN","NEET","15_19","PC_AGE","A","2011",3.3686407,
"SVN","NEET","15_19","PC_AGE","A","2012",3.829632,
"SVN","NEET","15_19","PC_AGE","A","2013",3.5458431,
"SVN","NEET","15_19","PC_AGE","A","2014",4.5709658,
"SVN","NEET","15_19","PC_AGE","A","2015",4.952723,
"SVN","NEET","15_19","PC_AGE","A","2016",2.9467714,
"SVN","NEET","15_19","PC_AGE","A","2017",3.4253268,
"SVN","NEET","15_19","PC_AGE","A","2018",1.9292605,
"SVN","NEET","15_19","PC_AGE","A","2019",3.8141706,
"SVN","NEET","20_24","PC_AGE","A","2003",13.018746,
"SVN","NEET","20_24","PC_AGE","A","2004",11.217826,
"SVN","NEET","20_24","PC_AGE","A","2005",13.035451,
"SVN","NEET","20_24","PC_AGE","A","2006",13.710575,
"SVN","NEET","20_24","PC_AGE","A","2007",10.4489,
"SVN","NEET","20_24","PC_AGE","A","2008",10.256292,
"SVN","NEET","20_24","PC_AGE","A","2009",11.375299,
"SVN","NEET","20_24","PC_AGE","A","2010",9.2534399,
"SVN","NEET","20_24","PC_AGE","A","2011",11.273076,
"SVN","NEET","20_24","PC_AGE","A","2012",11.418216,
"SVN","NEET","20_24","PC_AGE","A","2013",13.662143,
"SVN","NEET","20_24","PC_AGE","A","2014",13.412979,
"SVN","NEET","20_24","PC_AGE","A","2015",17.243578,
"SVN","NEET","20_24","PC_AGE","A","2016",12.10398,
"SVN","NEET","20_24","PC_AGE","A","2017",10.492812,
"SVN","NEET","20_24","PC_AGE","A","2018",12.027833,
"SVN","NEET","20_24","PC_AGE","A","2019",8.6841755,
"ZAF","NEET","15_19","PC_AGE","A","2017",13.508725,
"ZAF","NEET","15_19","PC_AGE","A","2018",13.519265,
"ZAF","NEET","20_24","PC_AGE","A","2017",47.936928,
"ZAF","NEET","20_24","PC_AGE","A","2018",48.590111,
"OAVG","NEET","15_19","PC_AGE","A","1999",9.1739616,
"OAVG","NEET","15_19","PC_AGE","A","2000",8.9998937,
"OAVG","NEET","15_19","PC_AGE","A","2001",8.9366454,
"OAVG","NEET","15_19","PC_AGE","A","2002",8.8104926,
"OAVG","NEET","15_19","PC_AGE","A","2003",8.3776501,
"OAVG","NEET","15_19","PC_AGE","A","2004",8.3969261,
"OAVG","NEET","15_19","PC_AGE","A","2005",7.9226189,
"OAVG","NEET","15_19","PC_AGE","A","2006",8.0772016,
"OAVG","NEET","15_19","PC_AGE","A","2007",7.9723398,
"OAVG","NEET","15_19","PC_AGE","A","2008",7.891069,
"OAVG","NEET","15_19","PC_AGE","A","2009",8.651888,
"OAVG","NEET","15_19","PC_AGE","A","2010",7.9421561,
"OAVG","NEET","15_19","PC_AGE","A","2011",8.3105931,
"OAVG","NEET","15_19","PC_AGE","A","2012",6.8779093,
"OAVG","NEET","15_19","PC_AGE","A","2013",7.82825,
"OAVG","NEET","15_19","PC_AGE","A","2014",7.3053896,
"OAVG","NEET","15_19","PC_AGE","A","2015",7.5131033,
"OAVG","NEET","15_19","PC_AGE","A","2016",6.9123453,
"OAVG","NEET","15_19","PC_AGE","A","2017",6.7102504,
"OAVG","NEET","15_19","PC_AGE","A","2018",6.6232328,
"OAVG","NEET","15_19","PC_AGE","A","2019",6.3643043,
"OAVG","NEET","20_24","PC_AGE","A","1999",18.661677,
"OAVG","NEET","20_24","PC_AGE","A","2000",18.073565,
"OAVG","NEET","20_24","PC_AGE","A","2001",17.513771,
"OAVG","NEET","20_24","PC_AGE","A","2002",18.939199,
"OAVG","NEET","20_24","PC_AGE","A","2003",18.69797,
"OAVG","NEET","20_24","PC_AGE","A","2004",18.471432,
"OAVG","NEET","20_24","PC_AGE","A","2005",17.565359,
"OAVG","NEET","20_24","PC_AGE","A","2006",17.085261,
"OAVG","NEET","20_24","PC_AGE","A","2007",16.437232,
"OAVG","NEET","20_24","PC_AGE","A","2008",15.774318,
