"COUNTRY","Country","ISC11_LEVEL_CAT","Level of education","REF_SECTOR","Reference sector","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,23.929,,
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,23.741,,
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,23.923,,
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2018","2018",,,"0","Units",,,24.1,,
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_AVG_CLASS","Average class size ","2018","2018",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.615,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,15.612,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.433,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.168,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.124,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,14.926,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.386,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,15.368,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.31,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.035,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.05,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,14.838,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.145,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.186,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.72,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.488,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.303,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,15.139,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.145,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.186,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.72,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.488,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.303,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,15.139,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,,"z","Not applicable"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,18.298,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,18.315,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,18.328,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,18.329,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,18.448,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_AVG_CLASS","Average class size ","2018","2018",,,"0","Units",,,18.426,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,18.24,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,18.264,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,18.27,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,18.272,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,18.412,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_AVG_CLASS","Average class size ","2018","2018",,,"0","Units",,,18.385,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,19.272,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,19.142,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,19.254,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,19.229,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2017","2017",,,"0","Units",,,19.012,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_AVG_CLASS","Average class size ","2018","2018",,,"0","Units",,,19.054,,
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2013","2013",,,"0","Units",,,,"x","Data included in another category"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2015","2015",,,"0","Units",,,,"x","Data included in another category"
"AUT","Austria","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_AVG_CLASS","Average class size ","2016","2016",,,"0","Units",,,,"x","Data included in another category"
